source,target
Nappa,娜帕
Cipitz,奇皮茨
Ixcatl,约卡
Xoctli,豪特利
Cryo Archon,冰神
Teucer,托克
Cyno,赛诺
General Mahamatra,大风纪官
matra,风纪官
Tighnari,提纳里
Collei,柯莱
Cuilein-Anbar,柯里安巴
Dori Sangemah Bay,多莉·桑歌玛哈巴依
Alhaitham,艾尔海森
Dehya,迪希雅
Flame-Mane,炽鬃之狮
Nilou,妮露
Dance of Sabzeruz,花神之舞
Candace,坎蒂丝
Layla,莱依拉
Faruzan,珐露珊
Kaveh,卡维
Vikram,维克拉姆
Rifaet,里法特
Nahida,纳西妲
Dendro Archon,草神
God of Wisdom,智慧之神
Sethos,赛索斯
Goddess of Flowers,花神
sage,贤者
The Six Great Sages,六大贤者
Khajeh,卡瓦贾
Asfand,阿斯法德
Rohawi,鲁哈维
Ahangar,阿汉格尔
Desertfolk,沙漠子民
Rana,拉娜
Arana,兰拉娜
Arama,兰罗摩
Araja,兰拉迦
Aranakula,兰那库拉
Arakunti,兰贡迪
Arabalika,兰百梨迦
Arapandu,兰般度
Arakara,兰伽卢
Ararycan,兰利遮
Aralohita,兰罗希陀
Aradasa,兰陀娑
Aranaga,兰纳迦
Aranakin,兰纳真
Aragaru,兰迦鲁
Aramuhukunda,兰穆护昆达
Aradasha,兰帝裟
Apep,阿佩普
Dragon King,龙王
Sorush,斯露莎
Nasejuna,那先朱那
Naphis,纳菲斯
Bahram,巴兰
Amadhiah,阿玛兹亚
Shyam,夏姆
Innam,伊娜姆
Oguz,奥乌兹
Hey! That's even worse than being a mascot!,完全不对！怎么还不如吉祥物啊！
"What do you mean ""hehe""!?",「诶嘿」是什么意思啊…！！
May the Anemo Archon protect you.,愿风神护佑你。
I will have order!,天动万象。
"While the Millelith stands guard, evil shall never prevail!",千岩牢固，重嶂不移。
world... forget me...,…世界…遗忘我…
Domain,秘境
Domain of Forgery,炼武秘境
Domain of Blessing,祝圣秘境
Domain of Mastery,精通秘境
Ley Line Disorder,地脉异常
Spiral Abyss,深境螺旋
Moment of Syzygy,合朔之刻
Cecilia Garden,塞西莉亚苗圃
Midsummer Courtyard,仲夏庭园
Temple of the Falcon,西风之鹰的庙宇
Domain of the Wayward Path,曲径通幽之处
Domain of Forsaken Ruins,墟散人离之处
Taishan Mansion,太山府
Hidden Palace of Lianshan Formula,震雷连山密宫
The Lost Valley,岩中幽谷
Court of Flowing Sand,砂流之庭
Empty Boat of a Thousand Gates,千门虚舟
Shakkei Pavilion,借景之馆
Formation Estate,阵代屋敷
Palace in a Pool,池中宅邸
Moshiri Kara,茂知之壳
Slumbering Court,沉眠之庭
Tower of Abject Pride,有顶塔
Steeple of Ignorance,昏识塔
Spire of Solitary Enlightenment,缘觉塔
Under the Umbrella's Shade,伞盖的荫蔽
Fragment of Childhood Dreams,童梦的切片
The Coordinates of Sun and Rain,晴雨的经纬
The Dark Valley,河谷的黯道
Red Desert Threshold,赤沙之槛
Altar of Mirages,蜃景祭场
Garden of Endless Pillars,千柱的花园
City of Gold,赤金的城墟
City of the Deceased,「亡者之城」
Fane of Panjvahe,五绿洲之殿堂
Molten Iron Fortress,熔铁的孤塞
Somalata Inland Sea,地中的香海
Purification Spring,净罪之井
Echoes of the Deep Tides,深潮的余响
Waterfall Wen,临瀑之城
Faded Theater,褪色的剧场
Scattered Ruins,零落丘墟
Night's Trial,夜魂试炼
Blazing Ruins,蕴火的幽墟
Ancient Watchowner,深古瞭望所
Sanctum of Rainbow Spirits,虹灵的净土
Stone Stele Records,碑碣的记录
Derelict Masonry Dock,荒废砌造坞
Rest Area Entrance,歇息处的入口
Hurricane Seed,飓风之种
Lightning Prism,雷光棱镜
Crystalline Bloom,晶凝之华
Basalt Pillar,玄岩之塔
Smoldering Pearl,阴燃之珠
Dew of Repudiation,排异之露
Hoarfrost Core,极寒之核
Everflame Seed,常燃火种
Thunderclap Fruitcore,藏雷野实
Cleansing Heart,净水之心
Storm Beads,雷霆数珠
Juvenile Jade,未熟之玉
Runic Fang,符文之齿
Marionette Core,魔偶机芯
Perpetual Heart,恒常机关之芯
Riftborn Regalia,兽境王器
Dragonheir's False Fin,龙嗣伪鳍
Perpetual Caliber,永续机芯
Light Guiding Tetrahedron,导光四面体
Pseudo-Stamens,苍砾蕊羽
Evergloom Ring,常暗圆环
Artificed Spare Clockwork Component ― Coppelia,奇械发条备件·歌裴莉娅
Artificed Spare Clockwork Component ― Coppelius,奇械发条备件·科培琉司
Emperor's Resolution,帝皇的决断
Dvalin's Plume,东风之翎
Dvalin's Claw,东风之爪
Dvalin's Sigh,东风的吐息
Tail of Boreas,北风之尾
Ring of Boreas,北风之环
Spirit Locket of Boreas,北风的魂匣
Tusk of Monoceros Caeli,吞天之鲸·只角
Shard of a Foul Legacy,魔王之刃·残片
Shadow of the Warrior,武炼之魂·孤影
Dragon Lord's Crown,龙王之冕
Bloodjade Branch,血玉之枝
Ashen Heart,灰烬之心
Hellfire Butterfly,狱火之蝶
Molten Moment,熔毁之刻
Mudra of the Malefic General,凶将之手眼
The Meaning of Aeons,万劫之真意
Puppet Strings,傀儡的悬丝
Mirror of Mushin,无心的渊镜
Daka's Bell,空行的虚铃
Worldspan Fern,生长天地之蕨草
Primordial Greenbloom,原初绿洲之初绽
Lightless Silk String,无光丝线
Lightless Eye of the Maelstrom,无光涡眼
Lightless Mass,无光质块
Cloudseam Scale,凝云鳞甲
Fragment of a Golden Melody,金色旋律的断章
Silken Feather,丝织之羽
Denial and Judgment,否定裁断
Fading Candle,残火灯烛
Overripe Flamegranate,过熟的火榴果
Mark of the Binding Blessing,受祝所缚之印
Gold-Inscribed Secret Source Core,秘刻金纹的源核
Ensnaring Gaze,深邃纠缠的凝视
Talisman of the Enigmatic Land,谜土的护符
Eroded Horn,蚀灭的灵犀
Eroded Sunfire,蚀灭的阳焰
Eroded Scale-Feather,蚀灭的鳞羽
Sparkless Statue Core,龙像的无智核
Black Crystal Horn,黑晶号角
Black Bronze Horn,黑铜号角
Heavy Horn,沉重号角
Chaos Core,混沌炉心
Chaos Circuit,混沌回路
Chaos Device,混沌装置
Chaos Oculus,混沌真眼
Chaos Axis,混沌枢纽
Chaos Gear,混沌机关
Chaos Bolt,混沌锚栓
Chaos Module,混沌模块
Chaos Storage,混沌容器
Mist Grass Wick,雾虚灯芯
Mist Grass,雾虚草囊
Mist Grass Pollen,雾虚花粉
Inspector's Sacrificial Knife,督察长祭刀
Agent's Sacrificial Knife,特工祭刀
Hunter's Sacrificial Knife,猎兵祭刀
Polarizing Prism,偏光棱镜
Crystal Prism,水晶棱镜
Dismal Prism,黯淡棱镜
Fossilized Bone Shard,石化的骨片
Sturdy Bone Shard,结实的骨片
Fragile Bone Shard,脆弱的骨片
Slime Concentrate,史莱姆原浆
Slime Secretions,史莱姆清
Slime Condensate,史莱姆凝液
Spectral Nucleus,浮游晶化核
Spectral Heart,浮游幽核
Spectral Husk,浮游干核
Ominous Mask,不祥的面具
Stained Mask,污秽的面具
Damaged Mask,破损的面具
Forbidden Curse Scroll,禁咒绘卷
Sealed Scroll,封魔绘卷
Divining Scroll,导能绘卷
Weathered Arrowhead,历战的箭簇
Sharp Arrowhead,锐利的箭簇
Firm Arrowhead,牢固的箭簇
Lieutenant's Insignia,尉官的徽记
Sergeant's Insignia,士官的徽记
Recruit's Insignia,新兵的徽记
Silver Raven Insignia,藏银鸦印
Treasure Hoarder Insignia,寻宝鸦印
Energy Nectar,原素花蜜
Shimmering Nectar,微光花蜜
Whopperflower Nectar,骗骗花蜜
Concealed Claw,隐兽指爪
Concealed Unguis,隐兽利爪
Concealed Talon,隐兽鬼爪
Luminescent Pollen,荧光孢粉
Crystalline Cyst Dust,孢囊晶尘
Inactivated Fungal Nucleus,失活菌核
Dormant Fungal Nucleus,休眠菌核
Robust Fungal Nucleus,茁壮菌核
Gloomy Statuette,晦暗刻像
Deathly Statuette,幽邃刻像
Faded Red Satin,褪色红绸
Trimmed Red Silk,镶边红绸
Rich Red Brocade,织金红绸
Damaged Prism,破缺棱晶
Turbid Prism,混浊棱晶
Radiant Prism,辉光棱晶
Desiccated Shell,残毁的横脊
Sturdy Shell,密固的横脊
A Flower Yet to Bloom,来自何处的待放之花
Treasured Flower,何人所珍藏之花
Wanderer's Blooming Flower,漫游者的盛放之花
Transoceanic Pearl,异海凝珠
Transoceanic Chunk,异海之块
Xenochromatic Crystal,异色结晶石
Drop of Tainted Water,浊水的一滴
Scoop of Tainted Water,浊水的一掬
Newborn Tainted Hydro Phantasm,初生的浊水幻灵
Meshing Gear,啮合齿轮
Mechanical Spur Gear,机关正齿轮
Artificed Dynamic Gear,奇械机芯齿轮
Rift Core,隙间之核
Foreign Synapse,外世突触
Alien Life Core,异界生命核
Water That Failed To Transcend,未能达成超越之水
Tourbillon Device,图比昂装置
Clearwater Jade,清水玉
Chasmlight Fin,渊光鳍翅
Lunar Fin,月色鳍翅
Feathery Fin,羽状鳍翅
Still-Smoldering Hilt,未熄的剑柄
Splintered Hilt,裂断的剑柄
Ruined Hilt,残毁的剑柄
Axis of the Secret Source,秘源轴
Sheath of the Secret Source,秘源机鞘
Heart of the Secret Source,秘源真芯
Shard of a Shattered Will,意志破碎的残片
Locus of a Clear Will,意志明晰的寄偶
Sigil of a Striding Will,意志巡游的符像
Ignited Stone,聚燃的石块
Ignited Seed of Life,聚燃的命种
Ignited Seeing Eye,聚燃的游像眼
Juvenile Fang,稚嫩的尖齿
Seasoned Fang,老练的坚齿
Tyrant's Fang,横行霸者的利齿
Sentry's Wooden Whistle,卫从的木哨
Warrior's Metal Whistle,战士的铁哨
Saurian-Crowned Warrior's Golden Whistle,龙冠武士的金哨
Refractive Bud,折光的胚芽
Bewildering Broadleaf,惑光的阔叶
Illusory Leafcoil,迷光的蜷叶之心
Cold-Cracked Shellshard,冷裂壳块
Warm Back-Shell,蕴热的背壳
Blazing Prismshell,明燃的棱状壳
Elite Enemy,精英
Slime,史莱姆
Pyro Slime,火史莱姆
Large Pyro Slime,大型火史莱姆
Hydro Slime,水史莱姆
Large Hydro Slime,大型水史莱姆
Anemo Slime,风史莱姆
Large Anemo Slime,大型风史莱姆
Electro Slime,雷史莱姆
Large Electro Slime,大型雷史莱姆
Mutant Electro Slime,变异雷史莱姆
Dendro Slime,草史莱姆
Large Dendro Slime,大型草史莱姆
Cryo Slime,冰史莱姆
Large Cryo Slime,大型冰史莱姆
Geo Slime,岩史莱姆
Large Geo Slime,大型岩史莱姆
Specter,漂浮灵
Hydro Specter,水漂浮灵
Anemo Specter,风漂浮灵
Geo Specter,岩漂浮灵
Cryo Specter,冰漂浮灵
Electro Specter,雷漂浮灵
Pyro Specter,火漂浮灵
Dendro Specter,草漂浮灵
Hilichurl,丘丘人
Hilichurl Fighter,打手丘丘人
Hilichurl Berserker,冲锋丘丘人
Wooden Shield Hilichurl Guard,木盾丘丘人
Rock Shield Hilichurl Guard,岩盾丘丘人
Ice Shield Hilichurl Guard,冰盾丘丘人
Hilichurl Shooter,射手丘丘人
Pyro Hilichurl Shooter,火箭丘丘人
Cryo Hilichurl Shooter,冰箭丘丘人
Electro Hilichurl Shooter,雷箭丘丘人
Hilichurl Grenadier,爆弹丘丘人
Cryo Hilichurl Grenadier,冰弹丘丘人
Electro Hilichurl Grenadier,雷弹丘丘人
Samachurl,丘丘萨满
Hydro Samachurl,水丘丘萨满
Anemo Samachurl,风丘丘萨满
Electro Samachurl,雷丘丘萨满
Dendro Samachurl,草丘丘萨满
Cryo Samachurl,冰丘丘萨满
Geo Samachurl,岩丘丘萨满
Mitachurl,丘丘暴徒
Wooden Shieldwall Mitachurl,木盾丘丘暴徒
Rock Shieldwall Mitachurl,岩盾丘丘暴徒
Ice Shieldwall Mitachurl,冰盾丘丘暴徒
Blazing Axe Mitachurl,火斧丘丘暴徒
Crackling Axe Mitachurl,雷斧丘丘暴徒
Stonehide Lawachurl,丘丘岩盔王
Frostarm Lawachurl,丘丘霜铠王
Thunderhelm Lawachurl,丘丘雷兜王
Hilichurl Chieftain,丘丘王
Unusual Hilichurl,奇怪的丘丘人
Hilichurl Rogue,丘丘游侠
Anemo Hilichurl Rogue,丘丘风行游侠
Hydro Hilichurl Rogue,丘丘水行游侠
Ruin Guard,遗迹守卫
Field Tiller,耕地机
Ruin Hunter,遗迹猎者
Ruin Grader,遗迹重机
Ruin Sentinel,遗迹机兵
Ruin Scout,遗迹侦察者
Ruin Defender,遗迹防卫者
Ruin Destroyer,遗迹歼击者
Ruin Serpent,遗迹巨蛇
Haftvad the Worm,七嗣之虫
Ruin Drake,遗迹龙兽
Ruin Drake: Earthguard,遗迹龙兽·地巡
Ruin Drake: Skywatch,遗迹龙兽·空巡
Aeonblight Drake,兆载永劫龙兽
Primal Construct,元能构装体
Primal Construct: Prospector,元能构装体·勘探机
Primal Construct: Reshaper,元能构装体·重塑仪
Primal Construct: Repulsor,元能构装体·力场发生器
Algorithm of Semi-Intransient Matrix of Overseer Network,半永恒统辖矩阵
Abyss Order,深渊教团
Abyss Mage,深渊法师
Pyro Abyss Mage,火深渊法师
Hydro Abyss Mage,水深渊法师
Electro Abyss Mage,雷深渊法师
Cryo Abyss Mage,冰深渊法师
Abyss Herald: Wicked Torrents,深渊使徒·激流
Abyss Herald: Frost Fall,深渊使徒·霜落
Abyss Lector: Violet Lightning,深渊咏者·紫电
Abyss Lector: Fathomless Flames,深渊咏者·渊火
Iniquitous Baptist,深罪浸礼者
Treasure Hoarders,盗宝团
Treasure Hoarders - Scout,盗宝团·斥候
Treasure Hoarders: Pyro Potioneer,盗宝团·火之药剂师
Treasure Hoarders: Hydro Potioneer,盗宝团·水之药剂师
Treasure Hoarders: Electro Potioneer,盗宝团·雷之药剂师
Treasure Hoarders: Cryo Potioneer,盗宝团·冰之药剂师
Treasure Hoarders: Handyman,盗宝团·杂工
Treasure Hoarders - Marksman,盗宝团·神射手
Treasure Hoarders: Gravedigger,盗宝团·掘墓者
Treasure Hoarders - Seaman,盗宝团·海上男儿
Treasure Hoarders - Crusher,盗宝团·粉碎者
Treasure Hoarders - Pugilist,盗宝团·拳术家
Cicin Mage,萤术士
Electro Cicin Mage,雷萤术士
Cryo Cicin Mage,冰萤术士
Cicin,飞萤
Hydro Cicin,水萤
Electro Cicin,雷萤
Cryo Cicin,冰萤
Fatui Pyro Agent,愚人众·火之债务处理人
Fatui Skirmisher,愚人众先遣队
Fatui Skirmisher - Geochanter Bracer,愚人众先遣队·岩使游击兵
Fatui Skirmisher - Anemoboxer Vanguard,愚人众先遣队·风拳前锋军
Fatui Skirmisher - Electrohammer Vanguard,愚人众先遣队·雷锤前锋军
Snezhnayan Maiden,冬国仕女
Mirror Maiden,愚人众·藏镜仕女
Frost Operative,霜役人
Wind Operative,风役人
Eye of the Storm,狂风之核
Whopperflower,骗骗花
Pyro Whopperflower,炽热骗骗花
Cryo Whopperflower,冰霜骗骗花
Electro Whopperflower,电气骗骗花
Pyro Regisvine,爆炎树
Cryo Regisvine,急冻树
Electro Regisvine,掣电树
Anemo Hypostasis,无相之风
Beth,贝特
Electro Hypostasis,无相之雷
Aleph,阿莱夫
Geo Hypostasis,无相之岩
Gimel,基末尔
Cryo Hypostasis,无相之冰
Daleth,塔勒特
Pyro Hypostasis,无相之火
Ayin,亚因
Hydro Hypostasis,无相之水
He,希伊
Dendro Hypostasis,无相之草
Zayin,扎因
Geovishap Hatchling,幼岩龙蜥
Geovishap,岩龙蜥
Primo Geovishap,古岩龙蜥
Bathysmal Vishap,深海龙蜥
Primordial Bathysmal Vishap,深海龙蜥·原种
Rimebiter Bathysmal Vishap,深海龙蜥·啮冰
Bolteater Bathysmal Vishap,深海龙蜥·吞雷
Bathysmal Vishap Herd,深海龙蜥之群
Rhodeia,洛蒂娅
Hydro Mimic Boar,幻形豕兽·水
Hydro Mimic Crab,幻形蟹·水
Hydro Mimic Mallard,幻形游禽·水
Hydro Mimic Squirrel,幻形花鼠·水
Thunder Manifestation,雷音权现
Osial,奥赛尔
Overlord of the Vortex,漩涡之魔神
The Avenger of the Vortex,漩涡的余威
Nobushi: Hitsukeban,野伏·火附番
Nobushi: Jintouban,野伏·阵刀番
Nobushi: Kikouban,野伏·机巧番
Kairagi: Fiery Might,海乱鬼·炎威
Kairagi: Dancing Thunder,海乱鬼·雷腾
Nobushi,野伏众
Yoriki Samurai,寄骑武士
Maguu Kenki,魔偶剑鬼
Perpetual Mechanical Array,恒常机关阵列
Rifthound Whelp,兽境幼兽
Rockfond Rifthound Whelp,嗜岩·兽境幼兽
Thundercraven Rifthound Whelp,嗜雷·兽境幼兽
Rifthound,兽境猎犬
Rockfond Rifthound,嗜岩·兽境猎犬
Thundercraven Rifthound,嗜雷·兽境猎犬
Golden Wolflord,黄金王兽
Wolves of the Rift,兽境之狼
Shadowy Husk,黯色空壳
Shadowy Husk: Standard Bearer,黯色空壳·旗令
Shadowy Husk: Line Breaker,黯色空壳·破阵
Shadowy Husk: Defender,黯色空壳·近卫
Black Serpent Knight,黑蛇骑士
Black Serpent Knight: Windcutter,黑蛇骑士·斩风之剑
The Black Serpents,黑蛇众
The Eremites,镀金旅团
Eremite Axe Vanguard,镀金旅团·阵前斧手
Eremite Crossbow,镀金旅团·机弩兵
Eremite Ravenbeak Halberdier,镀金旅团·鸦喙戟手
Eremite Desert Clearwater,镀金旅团·沙中净水
Eremite Sunfrost,镀金旅团·炽阳凝冰
Eremite Daythunder,镀金旅团·白日鸣雷
Eremite Sword-Dancer,镀金旅团·刀舞者
Eremite Linebreaker,镀金旅团·破阵者
Eremite Stone Enchanter,镀金旅团·魔岩役使
Eremite Galehunter,镀金旅团·灵风猎手
Eremite Scorching Loremaster,镀金旅团·炽沙叙事人
Eremite Floral Ring-Dancer,镀金旅团·叶轮舞者
Consecrated Beast,圣骸兽
Consecrated Flying Serpent,圣骸飞蛇
Consecrated Scorpion,圣骸毒蝎
Consecrated Red Vulture,圣骸赤鹫
Consecrated Fanged Beast,圣骸牙兽
Consecrated Horned Crocodile,圣骸角鳄
Wenut,沙虫
Setekh Wenut,风蚀沙虫
Marana's Avatar,无留陀的化身
Guardian of Apep's Oasis,阿佩普的绿洲守望者
Warden of the Last Oasis,终末绿洲的守望者
Heart of Oasis,绿洲之心
Revitalizing Phase,复苏阶段
Preliminary Proliferating Organism,基础增殖生命体
Predatory Proliferating Organism,掠食性增殖生命体
Protective Proliferating Organism,守护的增殖生命体
Perch Proliferating Organism,筑巢的增殖生命体
Provender Proliferating Organism,养育的增殖生命体
Pernicious Proliferating Organism,破坏的增殖生命体
Warden of Oasis Prime,起源绿洲的守望者
Clockwork Meka,发条机关
Recon Log Mek,机关·侦察记录型
Underwater Patrol Mek,机关·水下巡游型
Underwater Survey Mek,机关·水下勘测型
Geological Survey Mek,机关·地质勘探型
Nimble Harvester Mek,机关·灵活采集型
Area Alert Mek,机关·区域警戒型
Arithmetic Enhancer Mek,机关·算力增幅器
Construction Specialist Mek,建造特化型机关
Suppression Specialist Mek,压制特化型机关
Annihilation Specialist Mek,歼灭特化型机关
Assault Specialist Mek,攻坚特化型机关
Icewind Suite,冰风组曲
Coppelia,歌裴莉娅
Coppelius,科培琉司
Dirge of Coppelia,歌裴莉娅的葬送
Nemesis of Coppelius,科培琉司的劫罚
Experimental Field Generator,实验性场力发生装置
Tainted Hydro Phantasm,浊水幻灵
Water-Splitting Phantasm,浊水粉碎幻灵
Water-Spouting Phantasm,浊水喷吐幻灵
Breacher Primus,隙境原体
Shatterstone Breacher Primus,碎石隙境原体
Large Shatterstone Breacher Primus,大型碎石隙境原体
Overgrown Breacher Primus,狂蔓隙境原体
Large Overgrown Breacher Primus,大型狂蔓隙境原体
Fontemer Aberrant,原海异种
Armored Crab,重甲蟹
Sternshield Crab,坚盾重甲蟹
Armored Crab Shield,重甲护盾
Hunter's Ray,猎刀鳐
Fontemer Water Blade,原海水刃
Blubberbeast,膨膨兽
Ball Octopus,球球章鱼
Hat Jellyfish,帽子水母
Bubbler Seahorse,泡泡雄海马
Angelic Sea Hare,天使海兔
Cherubic Sea Hare,大天使海兔
Leisurely Otter,悠悠海獭
Xenochromatic Creature,异色生物
Emperor of Fire and Iron,铁甲熔火帝皇
Millennial Pearl Seahorse,千年珍珠骏麟
Hydro Tulpa,水形幻人
Maintenance Mek: Gold Leader,维护机关·澄金领队型
All-Devouring Narwhal,吞星之鲸
Xuanwen Beast,玄文兽
Solitary Suanni,隐山猊兽
Statue of Marble and Brass,白石与黄铜的造像
Legatus Golem,魔像督军
Praetorian Golem,魔像禁卫
Secret Source Automation: Hunter-Seeker,秘源机兵·寻捕械
Forged Sand Interrogator,铸砂勇士·叩问人
Forged Sand Shieldbreaker,铸砂勇士·碎盾者
Forged Sand Javelineer,铸砂勇士·投矛手
Swiftstep Seeker,疾迅勇士·引索客
Swiftstep Storm Scout,疾迅勇士·荡风斥候
Swiftstep Armed Courrier,疾迅勇士·重刃讯使
Flowing Blade Skirmisher,流刃勇士·游击人
Flowing Blade Grease-Saw,流刃勇士·锯脂者
Flowing Blade Harpoon-Thrower,流刃勇士·掷叉猎手
Winged Warrior: Skysoarer,结羽勇士·腾空士
Winged Warrior: Feathershedder,结羽勇士·削羽人
Winged Warrior: Skymaster,结羽勇士·驭空客
Spiritspeaker Warrior: Determinator,灵觉勇士·执意师
Spiritspeaker Warrior: Psychokinetic,灵觉勇士·控念师
Spiritspeaker Warrior: Contemplator,灵觉勇士·冥思者
Ferocious Warrior: Wrestler,横蛮勇士·摔跤客
Ferocious Warrior: Human Ram,横蛮勇士·冲撞手
Ferocious Warrior: Grappler,横蛮勇士·抓扑人
Tepetlisaurus Warrior: Shard Striker,嵴锋龙武士·碎晶打者
Tepetlisaurus Warrior: Rockbreaker Blade,嵴锋龙武士·破岩锐刃
Yumkasaurus Warrior: Whirling Leaves,匿叶龙武士·旋锯飞叶
Yumkasaurus Warrior: Flowing Skyfire,匿叶龙武士·流火鸣空
Koholasaurus Warrior: Waveshuttler,鳍游龙武士·穿浪之梭
Koholasaurus Warrior: Reafsplitter,鳍游龙武士·裂礁之涛
Qucusaurus Warrior: Heartstar Hammer,绒翼龙武士·膛星之锤
Qucusaurus Warrior: Blazing Sky,绒翼龙武士·长空明焰
Iktomisaurus Warrior: Icy Tidebearer,暝视龙武士·寒涌持者
Iktomisaurus Warrior: Cryocrystal Cannon,暝视龙武士·冰晶炮手
Tatankasaurus Warrior: Skybreaker,突角龙武士·破空轰动
Tatankasaurus Warrior: Spiritlight Chaser,突角龙武士·追缉灵光
Tepetlisaur Whelp,幼嵴锋龙
Tepetlisaurus,嵴锋龙
Koholasaur Whelp,幼鳍游龙
Koholasaurus,鳍游龙
Yumkasaur Whelp,幼匿叶龙
Yumkasaurus,匿叶龙
Qucusaurus Chick,幼绒翼龙
Qucusaurus,绒翼龙
Iktomisaurus Chick,幼暝视龙
Iktomisaurus,暝视龙
Tatankasaur Whelp,幼突角龙
Tatankasaurus,突角龙
Eroding Avatar of Lava,熔岩游像·蚀土者
Rock-Cavernous Wayob Manifestation,窟岩·大灵显化身
Flow-Inverted Wayob Manifestation,溯流·大灵显化身
Foliar-Swift Wayob Manifestation,疾叶·大灵显化身
Biting-Cold Wayob Manifestation,凛冽·大灵显化身
Burning-Aflame Wayob Manifestation,焚燃·大灵显化身
Tenebrous Mimiflora,深邃拟覆叶
Furnace Shell Mountain Weasel,炉壳山鼬
Gluttonous Yumkasaur Mountain King,贪食匿叶龙山王
Goldflame Qucusaur Tyrant,金焰绒翼龙暴君
Fluid Avatar of Lava,熔岩游像·流燃体
Secret Source Automation: Configuration Device,秘源机兵·构型械
Tenebrous Papilla,深邃摹结株
